genero,artista,cancion,popularidad,ano
pop,Gene Pokorny,Six Studies in English Folksong,15,1995
pop,Gene Pokorny,Sonata in G Major,11,1995
pop,Gene Pokorny,Six Studies in English Folksong,11,1995
pop,Gene Pokorny,Six Studies in English Folksong,10,1995
pop,Gene Pokorny,Six Studies in English Folksong,9,1995
pop,Gene Pokorny,Six Studies in English Folksong,9,1995
pop,Gene Pokorny,Six Studies in English Folksong,8,1995
pop,Gene Pokorny,Partita in A minor for Flute Alone BMV 1013,7,1995
pop,Gene Pokorny,Theme and Variations on the Blue Bells of Scotland,5,1995
pop,Gene Pokorny,Capriccio for Tuba and Marimba,4,2001
pop,Rauw Alejandro,Qué Pasaría...,91,2024
pop,Rauw Alejandro,Khé?,89,2024
pop,Rauw Alejandro,Santa,80,2024
pop,Rauw Alejandro,Todo De Ti,81,2021
pop,Rauw Alejandro,LOKERA,82,2023
pop,Rauw Alejandro,Tiroteo - Remix,82,2021
pop,Rauw Alejandro,Tú Con Él,82,2024
pop,Rauw Alejandro,Desesperados,80,2021
pop,Rauw Alejandro,La Old Skul,81,2021
pop,Rauw Alejandro,DILUVIO,80,2023
pop,Shakira,Hips Don't Lie (feat. Wyclef Jean),87,2005
pop,Shakira,Soltera,85,2024
pop,Shakira,TQG,83,2023
pop,Shakira,Chantaje (feat. Maluma),84,2017
pop,Shakira,Antologia,83,1995
pop,Shakira,Dia de Enero,81,2005
pop,Shakira,Inevitable,81,1998
pop,Shakira,"Ciega, Sordomuda",81,1998
pop,Shakira,Las de la Intuición,81,2005
pop,Shakira,"Shakira: Bzrp Music Sessions, Vol. 53",80,2023
pop,The Weeknd,Timeless (feat Playboi Carti),94,2025
pop,The Weeknd,"One Of The Girls (with JENNIE, Lily Rose Depp)",93,2023
pop,The Weeknd,RATHER LIE (with The Weeknd),92,2025
pop,The Weeknd,Starboy,90,2016
pop,The Weeknd,Blinding Lights,90,2020
pop,The Weeknd,Cry For Me,90,2025
pop,The Weeknd,Die For You,87,2016
pop,The Weeknd,São Paulo (feat. Anitta),88,2025
pop,The Weeknd,The Hills,87,2015
pop,The Weeknd,Save Your Tears,87,2020
pop,Taylor Swift,Cruel Summer,90,2019
pop,Taylor Swift,Fortnight (feat. Post Malone),85,2024
pop,Taylor Swift,cardigan,85,2020
pop,Taylor Swift,Lover,86,2019
pop,Taylor Swift,august,85,2020
pop,Taylor Swift,I Can Do It With a Broken Heart,82,2024
pop,Taylor Swift,Blank Space,83,2014
pop,Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),83,2017
pop,Taylor Swift,Don’t Blame Me,84,2017
pop,Taylor Swift,Anti-Hero,83,2022
pop,Luis Miguel,Ahora Te Puedes Marchar,79,1987
pop,Luis Miguel,La Incondicional,77,1988
pop,Luis Miguel,Hasta Que Me Olvides,77,1993
pop,Luis Miguel,La Media Vuelta,77,1994
pop,Luis Miguel,Culpable O No - Miénteme Como Siempre,76,1988
pop,Luis Miguel,No Sé Tú,75,1991
pop,Luis Miguel,Tengo Todo Excepto a Ti,75,1990
pop,Luis Miguel,Por Debajo De La Mesa,73,1997
pop,Luis Miguel,Entrégate,73,1990
pop,Luis Miguel,Sabes Una Cosa,73,2005
pop,Feid,LUNA,89,2023
pop,Feid,57,85,2024
pop,Feid,PERRO NEGRO,85,2023
pop,Feid,Feliz Cumpleaños Ferxxo,82,2022
pop,Feid,SE ME OLVIDA,83,2024
pop,Feid,Hey Mor,82,2022
pop,Feid,CLASSY 101,79,2023
pop,Feid,SORRY 4 THAT MUCH,82,2024
pop,Feid,Normal,80,2022
pop,Feid,LA INOCENTE,80,2022
pop,Bruno Mars,Die With A Smile,89,2025
pop,Bruno Mars,APT.,92,2024
pop,Bruno Mars,Just the Way You Are,89,2010
pop,Bruno Mars,Locked out of Heaven,91,2012
pop,Bruno Mars,That's What I Like,90,2016
pop,Bruno Mars,When I Was Your Man,89,2012
pop,Bruno Mars,Talking to the Moon,85,2010
pop,Bruno Mars,Marry You,84,2010
pop,Bruno Mars,Grenade,83,2010
pop,Bruno Mars,It Will Rain,68,2011
pop,Drake,NOKIA,93,2025
pop,Drake,DIE TRYING,89,2025
pop,Drake,One Dance,88,2016
pop,Drake,She Will,81,2011
pop,Drake,Passionfruit,85,2017
pop,Drake,WAIT FOR U (feat. Drake & Tems),84,2022
pop,Drake,God's Plan,84,2018
pop,Drake,Headlines,83,2011
pop,Drake,GIMME A HUG,83,2025
pop,Drake,CN TOWER,82,2025
pop,Maluma,57,85,2024
pop,Maluma,Borro Cassette,84,2015
pop,Maluma,Según Quién,82,2023
pop,Maluma,Hawái,83,2020
pop,Maluma,"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",82,2016
pop,Maluma,El Perdedor,83,2015
pop,Maluma,Cosas Pendientes,82,2024
pop,Maluma,POR QUÉ SERÁ,77,2024
pop,Maluma,Créeme,76,2019
pop,Maluma,Felices los 4,77,2018
pop,Billie Eilish,BIRDS OF A FEATHER,99,2024
pop,Billie Eilish,WILDFLOWER,96,2024
pop,Billie Eilish,CHIHIRO,90,2024
pop,Billie Eilish,Guess featuring billie eilish,86,2024
pop,Billie Eilish,lovely (with Khalid),88,2018
pop,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",88,2023
pop,Billie Eilish,ocean eyes,76,2016
pop,Billie Eilish,when the party's over,87,2019
pop,Billie Eilish,LUNCH,87,2024
pop,Billie Eilish,TV,86,2022
pop,Ariana Grande,we can't be friends (wait for your love),89,2024
pop,Ariana Grande,twilight zone,67,2025
pop,Ariana Grande,dandelion,64,2025
pop,Ariana Grande,One Last Time,85,2014
pop,Ariana Grande,Into You,69,2016
pop,Ariana Grande,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,82,2020
pop,Ariana Grande,the boy is mine,83,2024
pop,Ariana Grande,intro (end of the world),82,2024
pop,Ariana Grande,warm,59,2025
pop,Ariana Grande,Hampstead,50,2025
pop,Lady Gaga,Die With A Smile,89,2025
pop,Lady Gaga,Abracadabra,87,2025
pop,Lady Gaga,Poker Face,81,2008
pop,Lady Gaga,Garden Of Eden,87,2025
pop,Lady Gaga,Disease,82,2025
pop,Lady Gaga,Just Dance,79,2008
pop,Lady Gaga,Always Remember Us This Way,85,2018
pop,Lady Gaga,Shallow,85,2018
pop,Lady Gaga,Bad Romance,86,2009
pop,Lady Gaga,How Bad Do U Want Me,85,2025
pop,Don Omar,Danza Kuduro,84,2010
pop,Don Omar,Dile,84,2003
pop,Don Omar,Salió El Sol,82,2006
pop,Don Omar,Virtual Diva,78,2009
pop,Don Omar,Ojitos Chiquitos,79,2006
pop,Don Omar,Guaya Guaya,79,2015
pop,Don Omar,Dutty Love,78,2012
pop,Don Omar,Taboo,77,2010
pop,Don Omar,Hooka,77,2010
pop,Don Omar,Dale Don Dale,76,2003
pop,Ozuna,Se Preparó,83,2017
pop,Ozuna,Hey Mor,82,2022
pop,Ozuna,Diles,81,2016
pop,Ozuna,Más Que Tú,80,2025
pop,Ozuna,Vaina Loca,79,2018
pop,Ozuna,Despeinada,78,2020
pop,Ozuna,Adicto (with Anuel AA & Ozuna),78,2019
pop,Ozuna,Ahora Dice,77,2017
pop,Ozuna,Criminal,77,2017
pop,Ozuna,Dile Que Tu Me Quieres,77,2017
pop,Morat,Cuando Nadie Ve,80,2018
pop,Morat,Besos En Guerra,80,2018
pop,Morat,No Se Va,79,2018
pop,Morat,Cómo Te Atreves,77,2016
pop,Morat,Aprender A Quererte,76,2016
pop,Morat,A Dónde Vamos,74,2021
pop,Morat,LOS DOS,74,2024
pop,Morat,Me Toca A Mí,75,2025
pop,Morat,Porfa no te vayas,73,2022
pop,Morat,Debí Suponerlo,74,2022
pop,Lana Del Rey,Summertime Sadness,85,2012
pop,Lana Del Rey,Young And Beautiful,87,2013
pop,Lana Del Rey,Cinnamon Girl,87,2019
pop,Lana Del Rey,Say Yes To Heaven,86,2023
pop,Lana Del Rey,West Coast,84,2014
pop,Lana Del Rey,Brooklyn Baby,84,2014
pop,Lana Del Rey,Video Games,79,2012
pop,Lana Del Rey,The Abyss (feat. Lana Del Rey),73,2025
pop,Lana Del Rey,Margaret (feat. Bleachers),83,2023
pop,Lana Del Rey,Diet Mountain Dew,79,2012
pop,Coldplay,Yellow,92,2000
pop,Coldplay,Viva La Vida,89,2008
pop,Coldplay,Something Just Like This,90,2017
pop,Coldplay,The Scientist,90,2002
pop,Coldplay,A Sky Full of Stars,89,2014
pop,Coldplay,Sparks,88,2000
pop,Coldplay,Fix You,87,2005
pop,Coldplay,Clocks,87,2002
pop,Coldplay,Paradise,86,2011
pop,Coldplay,Adventure of a Lifetime,86,2015
pop,Romeo Santos,Khé?,89,2024
pop,Romeo Santos,Propuesta Indecente,82,2014
pop,Romeo Santos,Eres Mía,81,2014
pop,Romeo Santos,Imitadora,80,2017
pop,Romeo Santos,Llévame Contigo,81,2012
pop,Romeo Santos,X SI VOLVEMOS,79,2023
pop,Romeo Santos,Odio (feat. Drake),79,2014
pop,Romeo Santos,Loco,70,2014
pop,Romeo Santos,ÁNGEL,78,2024
pop,Romeo Santos,Cancioncitas de Amor,77,2014
pop,Manuel Turizo,En Privado,88,2025
pop,Manuel Turizo,La Bachata,82,2023
pop,Manuel Turizo,Vagabundo,82,2023
pop,Manuel Turizo,El Merengue,76,2023
pop,Manuel Turizo,Desconocidos,80,2019
pop,Manuel Turizo,UNA CERVEZA,80,2023
pop,Manuel Turizo,Qué Pecao,72,2024
pop,Manuel Turizo,Quiéreme Mientras Se Pueda,74,2021
pop,Manuel Turizo,Una Lady Como Tú,71,2019
pop,Manuel Turizo,Sigueme Besando Asi,69,2024
pop,SZA,luther (with sza),94,2024
pop,SZA,All The Stars (with SZA),95,2018
pop,SZA,Snooze,89,2022
pop,SZA,30 For 30 (with Kendrick Lamar),89,2024
pop,SZA,BMF,89,2024
pop,SZA,Kill Bill,86,2022
pop,SZA,Saturn,83,2024
pop,SZA,Nobody Gets Me,87,2022
pop,SZA,Good Days,85,2022
pop,SZA,Open Arms (feat. Travis Scott),85,2022
pop,Sabrina Carpenter,Espresso,90,2024
pop,Sabrina Carpenter,Taste,92,2024
pop,Sabrina Carpenter,Please Please Please,87,2024
pop,Sabrina Carpenter,Busy Woman,91,2025
pop,Sabrina Carpenter,Bed Chem,89,2024
pop,Sabrina Carpenter,Juno,88,2024
pop,Sabrina Carpenter,Nonsense,87,2022
pop,Sabrina Carpenter,Feather,86,2023
pop,Sabrina Carpenter,15 Minutes,86,2025
pop,Sabrina Carpenter,Good Graces,84,2024
pop,Alejandro Fernández,Me Dediqué a Perderte,82,2004
pop,Alejandro Fernández,Sé Que Te Duele,74,2017
pop,Alejandro Fernández,El Ultimo Adiós - Varios Artistas Version,73,2001
pop,Alejandro Fernández,Me Hace Tanto Bien,72,2009
pop,Alejandro Fernández,Como Quien Pierde una Estrella,69,1995
pop,Alejandro Fernández,Qué Voy a Hacer Con Mi Amor,70,2004
pop,Alejandro Fernández,Hoy Tengo Ganas De Ti,70,2013
pop,Alejandro Fernández,Caballero,69,2020
pop,Alejandro Fernández,Canta Corazón,70,2004
pop,Alejandro Fernández,Un Bendito Día,67,2025
pop,Rihanna,Breakin' Dishes,87,2008
pop,Rihanna,We Found Love,80,2011
pop,Rihanna,Only Girl (In The World),86,2010
pop,Rihanna,Don't Stop The Music,84,2008
pop,Rihanna,Love On The Brain,87,2016
pop,Rihanna,Umbrella,84,2008
pop,Rihanna,S&M,84,2010
pop,Rihanna,Stay,75,2012
pop,Rihanna,Diamonds,74,2012
pop,Rihanna,This Is What You Came For,76,2024
pop,Juan Gabriel,Abrázame Muy Fuerte,75,2000
pop,Juan Gabriel,¿Por Qué Me Haces Llorar?,75,2010
pop,Juan Gabriel,Querida,71,1984
pop,Juan Gabriel,Ya Lo Sé Que Tú Te Vas,71,1982
pop,Juan Gabriel,Hasta Que Te Conocí,71,1986
pop,Juan Gabriel,Así Fue - En Vivo [Desde el Instituto Nacional de Bellas Artes],70,1998
pop,Juan Gabriel,Siempre en Mi Mente,68,1978
pop,Juan Gabriel,Caray,68,1981
pop,Juan Gabriel,Te Lo Pido por Favor,68,1986
pop,Juan Gabriel,El Noa Noa,61,1980
pop,Justin Bieber,Beauty And A Beat,84,2012
pop,Justin Bieber,STAY (with Justin Bieber),82,2021
pop,Justin Bieber,Love Yourself,86,2015
pop,Justin Bieber,Sorry,86,2015
pop,Justin Bieber,Ghost,84,2021
pop,Justin Bieber,Confident,84,2014
pop,Justin Bieber,Baby,84,2010
pop,Justin Bieber,What Do You Mean?,84,2015
pop,Justin Bieber,bad guy,61,2021
pop,Justin Bieber,I Don't Care,69,2024
pop,Dua Lipa,Handlebars (feat. Dua Lipa),88,2025
pop,Dua Lipa,Cold Heart - PNAU Remix,81,2021
pop,Dua Lipa,Training Season,83,2024
pop,Dua Lipa,Houdini,86,2024
pop,Dua Lipa,Don't Start Now,83,2020
pop,Dua Lipa,Dance The Night - From Barbie The Album,85,2023
pop,Dua Lipa,One Kiss (with Dua Lipa),78,2024
pop,Dua Lipa,Levitating (feat. DaBaby),83,2020
pop,Dua Lipa,New Rules,81,2017
pop,Dua Lipa,IDGAF,79,2017
pop,Yuridia,Qué Agonía,74,2022
pop,Yuridia,Ya Te Olvidé,76,2011
pop,Yuridia,Sin Llorar,67,2025
pop,Yuridia,¿Y Qué Tal Si Funciona?,70,2022
pop,Yuridia,Amigos No por Favor (Primera Fila) - En Vivo,69,2017
pop,Yuridia,Me Hace Tanto Bien,68,2022
pop,Yuridia,Un Bendito Día,67,2025
pop,Yuridia,Llévate,67,2025
pop,Yuridia,¿Con Qué Se Pega un Corazón?,66,2022
pop,Yuridia,Te Equivocaste,67,2015
pop,Camilo,Una Vida Pasada,79,2024
pop,Camilo,Desconocidos,80,2019
pop,Camilo,Querida Yo,79,2025
pop,Camilo,Despeinada,78,2020
pop,Camilo,Ni Me Debes Ni Te Debo,78,2023
pop,Camilo,Machu Picchu,73,2021
pop,Camilo,Tattoo - Remix with Camilo,74,2020
pop,Camilo,La Mitad,76,2020
pop,Camilo,El Mismo Aire - con Pablo Alborán,75,2020
pop,Camilo,Me Toca A Mí,75,2025
pop,Olivia Rodrigo,traitor,88,2021
pop,Olivia Rodrigo,drivers license,87,2021
pop,Olivia Rodrigo,vampire,86,2023
pop,Olivia Rodrigo,deja vu,87,2021
pop,Olivia Rodrigo,good 4 u,85,2021
pop,Olivia Rodrigo,happier,85,2021
pop,Olivia Rodrigo,favorite crime,84,2021
pop,Olivia Rodrigo,"jealousy, jealousy",83,2021
pop,Olivia Rodrigo,"All I Want - From ""High School Musical: The Musical: The Series""",81,2019
pop,Olivia Rodrigo,bad idea right?,81,2023
pop,BTS,FAKE LOVE,80,2018
pop,BTS,Dynamite,80,2020
pop,BTS,My Universe,77,2021
pop,BTS,Boy With Luv (feat. Halsey),77,2019
pop,BTS,Left and Right (Feat. Jung Kook of BTS),74,2022
pop,BTS,Butter,75,2022
pop,BTS,Life Goes On,76,2020
pop,BTS,Run BTS,77,2022
pop,BTS,Spring Day,75,2017
pop,BTS,DNA,72,2017
pop,Imagine Dragons,Believer,88,2017
pop,Imagine Dragons,Demons,68,2012
pop,Imagine Dragons,Thunder,86,2017
pop,Imagine Dragons,Bones,82,2022
pop,Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,81,2022
pop,Imagine Dragons,Radioactive,66,2012
pop,Imagine Dragons,Whatever It Takes,84,2017
pop,Imagine Dragons,Bad Liar,82,2018
pop,Imagine Dragons,Natural,82,2018
pop,Imagine Dragons,On Top Of The World,70,2012
pop,Ha*Ash,Lo Aprendí de Ti - HA-ASH Primera Fila - Hecho Realidad [En Vivo],76,2014
pop,Ha*Ash,Supongo Que Lo Sabes,74,2022
pop,Ha*Ash,"Perdón, Perdón - HA-ASH Primera Fila - Hecho Realidad [En Vivo]",74,2014
pop,Ha*Ash,Te Dejo en Libertad,72,2012
pop,Ha*Ash,Ex de Verdad - HA-ASH Primera Fila - Hecho Realidad [En Vivo],72,2014
pop,Ha*Ash,No Pasa Nada,72,2017
pop,Ha*Ash,Te Apuesto,70,2024
pop,Ha*Ash,Estés Donde Estés,70,2003
pop,Ha*Ash,A las 12 Te Olvidé,68,2024
pop,Ha*Ash,¿Qué Hago Yo?,68,2005
pop,Danny Ocean,Imagínate,89,2024
pop,Danny Ocean,Me Rehúso,82,2019
pop,Danny Ocean,VITAMINA,80,2025
pop,Danny Ocean,Priti,79,2025
pop,Danny Ocean,Fuera del mercado,79,2022
pop,Danny Ocean,Mónaco,78,2021
pop,Danny Ocean,Dembow,73,2019
pop,Danny Ocean,Volare,75,2022
pop,Danny Ocean,Ley universal,73,2024
pop,Danny Ocean,AMOR,71,2024
pop,Kenia OS,TOMMY & PAMELA,75,2024
pop,Kenia OS,Una Nada Más,74,2025
pop,Kenia OS,Malas Decisiones,74,2022
pop,Kenia OS,Por Dentro,72,2023
pop,Kenia OS,JACKPOT,68,2024
pop,Kenia OS,Kitty,66,2024
pop,Kenia OS,Mamita Rica,65,2024
pop,Kenia OS,Ojo X Ojo,64,2024
pop,Kenia OS,Mi Salida Contigo,66,2022
pop,Kenia OS,Tokome,66,2024
pop,Selena Gomez,Call Me When You Break Up (with Gracie Abrams),76,2025
pop,Selena Gomez,Ojos Tristes (with The Marías),80,2025
pop,Selena Gomez,Sunset Blvd,78,2025
pop,Selena Gomez,Calm Down (with Selena Gomez),77,2023
pop,Selena Gomez,How Does It Feel To Be Forgotten,83,2025
pop,Selena Gomez,Good For You,74,2015
pop,Selena Gomez,Bluest Flame,72,2025
pop,Selena Gomez,It Ain't Me (with Selena Gomez),81,2017
pop,Selena Gomez,Lose You To Love Me,81,2020
pop,Selena Gomez,Younger And Hotter Than Me,69,2025
pop,Kali Uchis,Moonlight,81,2023
pop,Kali Uchis,telepatía,84,2020
pop,Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",83,2018
pop,Kali Uchis,SI NO ES CONTIGO - REMIX,83,2024
pop,Kali Uchis,Damn Right (feat. Childish Gambino & Kali Uchis),81,2025
pop,Kali Uchis,Crashing (with Kali Uchis),51,2024
pop,Kali Uchis,Melting,80,2015
pop,Kali Uchis,Igual Que Un Ángel (with Peso Pluma),79,2024
pop,Kali Uchis,Sunshine & Rain...,78,2025
pop,Kali Uchis,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),77,2021
pop,David Guetta,I'm Good (Blue),88,2022
pop,David Guetta,Titanium (feat. Sia),84,2012
pop,David Guetta,I Don't Wanna Wait,85,2024
pop,David Guetta,Sexy Bitch (feat. Akon),82,2010
pop,David Guetta,Memories (feat. Kid Cudi),81,2010
pop,David Guetta,Beautiful People,83,2025
pop,David Guetta,Forever Young,82,2024
pop,David Guetta,Baby Don't Hurt Me,82,2023
pop,David Guetta,Play Hard (feat. Ne-Yo & Akon),77,2012
pop,David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),76,2012
pop,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52",82,2022
pop,Bizarrap,"Shakira: Bzrp Music Sessions, Vol. 53",80,2023
pop,Bizarrap,"Luck Ra: Bzrp Music Sessions, Vol. 61",80,2024
pop,Bizarrap,Mamichula - con Nicki Nicole,77,2020
pop,Bizarrap,No soy Eterno,77,2023
pop,Bizarrap,"Milo J: Bzrp Music Sessions, Vol. 57",74,2023
pop,Bizarrap,"Young Miko: Bzrp Music Sessions, Vol. 58",74,2024
pop,Bizarrap,Entre las de 20,71,2024
pop,Bizarrap,Fruto,74,2023
pop,Bizarrap,BABY HELLO,68,2023
pop,Maná,Oye Mi Amor,80,1992
pop,Maná,Rayando el Sol,77,1990
pop,Maná,Clavado en Un Bar,77,1997
pop,Maná,Labios Compartidos,70,2006
pop,Maná,En El Muelle de San Blas,76,1997
pop,Maná,Mariposa Traicionera - 2020 Remasterizado,72,2002
pop,Maná,Bendita Tu Luz,70,2006
pop,Maná,Mi Verdad (feat. Shakira),71,2015
pop,Maná,Corazón Espinado,54,2012
pop,Maná,Te Lloré Un Río,70,1992
pop,Alejandro Sanz,La tortura,56,2018
pop,Alejandro Sanz,Corazón partío,79,1997
pop,Alejandro Sanz,Amiga mía,78,1997
pop,Alejandro Sanz,Mi soledad y yo,73,1995
pop,Alejandro Sanz,"Y, ¿Si fuera ella?",73,1997
pop,Alejandro Sanz,El Ultimo Adiós - Varios Artistas Version,73,2001
pop,Alejandro Sanz,Hoy no me siento bien,73,2025
pop,Alejandro Sanz,"Te lo agradezco, pero no (feat. Shakira)",69,2006
pop,Alejandro Sanz,Y sólo se me ocurre amarte,70,2001
pop,Alejandro Sanz,Desde cuando,68,2009
pop,Ovy On The Drums,La Plena - W Sound 05,90,2025
pop,Ovy On The Drums,mi refe,91,2024
pop,Ovy On The Drums,DEPORTIVO,85,2024
pop,Ovy On The Drums,57,85,2024
pop,Ovy On The Drums,Mírame,83,2024
pop,Ovy On The Drums,Soltera - W Sound 01,79,2024
pop,Ovy On The Drums,MIRAME REMIX,78,2024
pop,Ovy On The Drums,Inolvidable,77,2020
pop,Ovy On The Drums,CAIRO,74,2023
pop,Ovy On The Drums,SIN SEÑAL,69,2023
pop,Marco Antonio Solís,Acepto Mi Derrota,54,2025
pop,Marco Antonio Solís,Si No Te Hubieras Ido,70,2025
pop,Marco Antonio Solís,Mi Eterno Amor Secreto,72,2025
pop,Marco Antonio Solís,El Perdedor,64,2014
pop,Marco Antonio Solís,¿A Dónde Vamos A Parar?,73,2010
pop,Marco Antonio Solís,El Ultimo Adiós - Varios Artistas Version,73,2001
pop,Marco Antonio Solís,Mi Mayor Necesidad,58,2007
pop,Marco Antonio Solís,Más Que Tu Amigo,72,2003
pop,Marco Antonio Solís,La Venia Bendita,72,1997
pop,Marco Antonio Solís,Será Mejor Que Te Vayas,72,1995
pop,Reik,Yo Quisiera,78,2005
pop,Reik,Ya Me Enteré,76,2016
pop,Reik,Noviembre Sin Ti,75,2005
pop,Reik,Amigos Con Derechos,75,2019
pop,Reik,Inolvidable,75,2008
pop,Reik,Un Año,71,2019
pop,Reik,Me Niego (feat. Ozuna & Wisin),73,2019
pop,Reik,Creo en Ti,72,2011
pop,Reik,Indeciso,72,2019
pop,Reik,Si Me Dices Que Sí,71,2020
pop,Pitbull,Give Me Everything (feat. Nayer),89,2011
pop,Pitbull,Timber,86,2012
pop,Pitbull,Time of Our Lives,86,2014
pop,Pitbull,DJ Got Us Fallin' In Love (feat. Pitbull),86,2010
pop,Pitbull,Feel This Moment (feat. Christina Aguilera),84,2012
pop,Pitbull,International Love (feat. Chris Brown),84,2011
pop,Pitbull,Hotel Room Service,79,2009
pop,Pitbull,Fireball (feat. John Ryan),81,2014
pop,Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),79,2011
pop,Pitbull,I Know You Want Me (Calle Ocho),75,2009
pop,JENNIE,like JENNIE,94,2025
pop,JENNIE,"One Of The Girls (with JENNIE, Lily Rose Depp)",93,2023
pop,JENNIE,ExtraL (feat. Doechii),86,2025
pop,JENNIE,Handlebars (feat. Dua Lipa),88,2025
pop,JENNIE,Love Hangover (feat. Dominic Fike),82,2025
pop,JENNIE,Mantra,82,2025
pop,JENNIE,Damn Right (feat. Childish Gambino & Kali Uchis),81,2025
pop,JENNIE,start a war,82,2025
pop,JENNIE,ZEN,82,2025
pop,JENNIE,with the IE (way up),81,2025
pop,Sebastian Yatra,Vagabundo,82,2023
pop,Sebastian Yatra,Pareja Del Año,76,2022
pop,Sebastian Yatra,Tacones Rojos,75,2022
pop,Sebastian Yatra,No Hay Nadie Más,77,2018
pop,Sebastian Yatra,Robarte un Beso,77,2017
pop,Sebastian Yatra,Traicionera,76,2018
pop,Sebastian Yatra,Cristina,74,2019
pop,Sebastian Yatra,Chica Ideal,72,2022
pop,Sebastian Yatra,Un Año,71,2019
pop,Sebastian Yatra,2AM,72,2024
pop,Calvin Harris,We Found Love,80,2011
pop,Calvin Harris,Outside (feat. Ellie Goulding),87,2014
pop,Calvin Harris,Summer,86,2014
pop,Calvin Harris,Feel So Close - Radio Edit,86,2012
pop,Calvin Harris,My Way,82,2024
pop,Calvin Harris,One Kiss (with Dua Lipa),78,2024
pop,Calvin Harris,How Deep Is Your Love,79,2024
pop,Calvin Harris,This Is What You Came For,76,2024
pop,Calvin Harris,Blame (feat. John Newman),83,2014
pop,Calvin Harris,Slide (feat. Frank Ocean & Migos),76,2017
pop,Julieta Venegas,Me Voy,79,2006
pop,Julieta Venegas,Lo Siento BB:/,75,2023
pop,Julieta Venegas,Limón y Sal,76,2006
pop,Julieta Venegas,Eres para Mí (with Anita Tijoux),75,2006
pop,Julieta Venegas,A Donde Va El Viento (Canción de la Serie Original de Prime),69,2024
pop,Julieta Venegas,Andar Conmigo,75,2003
pop,Julieta Venegas,Lento,73,2003
pop,Julieta Venegas,Dos Soledades,70,2015
pop,Julieta Venegas,Nada Fue Un Error - Live In Spain / 2005,62,2005
pop,Julieta Venegas,Algo Está Cambiando,66,2003
pop,Post Malone,I Had Some Help (Feat. Morgan Wallen),86,2024
pop,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,83,2019
pop,Post Malone,Circles,87,2019
pop,Post Malone,Fortnight (feat. Post Malone),85,2024
pop,Post Malone,rockstar (feat. 21 Savage),83,2018
pop,Post Malone,Guy For That (Feat. Luke Combs),80,2024
pop,Post Malone,Congratulations,81,2016
pop,Post Malone,Better Now,80,2018
pop,Post Malone,Dial Drunk (with Post Malone),80,2023
pop,Post Malone,Chemical,78,2023
rock,Gene Rockwell,Heart,34,1965
rock,Gene Rockwell,Wasted Days and Wasted Nights,32,1970
rock,Gene Rockwell,Don't Forget To Remember,24,2013
rock,Gene Rockwell,Cry to Me,20,2013
rock,Gene Rockwell,Just A Closer Walk With Thee,10,2013
rock,Gene Rockwell,Honkytonk Angels (feat. Joanna Field),17,2013
rock,Gene Rockwell,Shame on Me,15,1970
rock,Gene Rockwell,Bye Bye Love (feat. Matt Hurter),14,2013
rock,Gene Rockwell,Heart,12,2013
rock,Gene Rockwell,Jesus Sweet Jesus - My Life's In Good Hands,4,2013
rock,Genki Rockets,Touch me,25,2011
rock,Genki Rockets,Revive,20,2012
rock,Genki Rockets,Star Line (GRHN Mix),19,2012
rock,Genki Rockets,Curiosity,18,2011
rock,Genki Rockets,make.believe,17,2011
rock,Genki Rockets,Touch me (kz Mix),16,2012
rock,Genki Rockets,Crystalfall,15,2012
rock,Genki Rockets,Wonderland,14,2011
rock,Genki Rockets,Reaching for the stars,14,2011
rock,Genki Rockets,Maker,14,2011
rock,Zoé,Labios Rotos - En Vivo Desde México / 2010,79,2011
rock,Zoé,Luna - En Vivo,76,2011
rock,Zoé,Soñé - En Vivo,76,2011
rock,Zoé,Azul,73,2018
rock,Zoé,Arrullo De Estrellas,74,2013
rock,Zoé,Love,72,2003
rock,Zoé,Nada,70,2010
rock,Zoé,Karmadame,66,2021
rock,Zoé,Vía Láctea,69,2006
rock,Zoé,Soñé,67,2003
rock,Linkin Park,Numb,89,2003
rock,Linkin Park,In the End,88,2000
rock,Linkin Park,The Emptiness Machine,84,2024
rock,Linkin Park,Faint,85,2003
rock,Linkin Park,One Step Closer,85,2000
rock,Linkin Park,Heavy Is the Crown,82,2024
rock,Linkin Park,Up From the Bottom,84,2025
rock,Linkin Park,What I've Done,84,2007
rock,Linkin Park,Somewhere I Belong,81,2003
rock,Linkin Park,Crawling,81,2000
rock,Imagine Dragons,Believer,88,2017
rock,Imagine Dragons,Demons,68,2012
rock,Imagine Dragons,Thunder,86,2017
rock,Imagine Dragons,Bones,82,2022
rock,Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,81,2022
